type,url,tags,text,createdAt,location,authorUserName,university
tweet,https://x.com/hasdrcp/status/1753895830250012769,0,"Zaten öğretime pek önem veren göremiyoruz !

- Hacettepe Üniversite'nde yurt ücretlerine %44 oranında zam yaptı. 

- Gelen zamlarla beraber en ucuz yurt ücreti 680 TL’den 980 TL’ye yükseldi.",Sat Feb 03 21:38:46 +0000 2024,Bakü,hasdrcp,HACETTEPE
tweet,https://x.com/zehragcll/status/1778774026774602221,0,"Vizeleri bayramdan sonraya koyan marmara üniversitesi, harap ve bitap düşmüş psikolojimle beraber gelecek dönem bahar yarıyılımı da bayramda istanbulda mis gibi havada kalarak mezara koydu. Teşekkürler, saygılar, bir yıl daha görüşmek üzere sevgili marmara.",Fri Apr 12 13:15:50 +0000 2024,,zehragcll,MARMARA
tweet,https://x.com/bdincaslan1/status/1775237405638860813,1,"Bugün Marmara Üniversitesi Uluslararası İlişkiler Kulübü’nün misafiri oldum. Tanıştığım dostlardan çok memnun kaldım. Bu vesileyle üniversitelere dair son bir yılda ettiğim şahitlikleri yarın toparlayıp paylaşmayı düşünüyorum.

Teşekkürler Marmara!",Tue Apr 02 19:02:34 +0000 2024,"Ankara, Turkey",bdincaslan1,MARMARA
tweet,https://x.com/canimmbenimmm/status/1766446148573679717,1,"Geçen sene yazdığımız tez Ulusal Kongre'de 3.oldu. O tezi yazmak için can veriyordum, uyumadım resmen.. Marmara Üniversitesi'nin seneler sonra tek faydası..teşekkürler hayat 🩷",Sat Mar 09 12:49:15 +0000 2024,"İstanbul, Türkiye",canimmbenimmm,MARMARA
tweet,https://x.com/ZekiSeveroglu/status/1756783450890141853,1,"Hafta sonumuzu Bolu Gölcük Milli Kampında geçirdik. Özellikle Gölcük Kaplıcaları muhteşemdi.   Marumder (Marmara Üniversitesi Mezunları ve Mensupları Derneği) Yöneticileri Üyelerine bu güzel  organizasyon için çok teşekkürler.
#Marumder
#BoluGölcükMilliParklar",Sun Feb 11 20:53:08 +0000 2024,"İstanbul, Türkiye",ZekiSeveroglu,MARMARA
tweet,https://x.com/alisatantarih/status/1750187060231549413,1,Marmara Üniversitesi kütüphanesi Marmara Üniversitesi öğrenci ve mensuplarının kullanabileceği muazzam 173 dijital veri tabanlarını hizmete açtı. Sadece tarihçiler için 100 milyon belge araştırmacıları bekliyor. Teşekkürler @mustafa_kurt16 @MarmaraLibrary,Wed Jan 24 16:01:26 +0000 2024,,alisatantarih,MARMARA
tweet,https://x.com/sumwaysurfer/status/1778506522563060131,0,Ya şu bayram tatilinde ailem ful tatile gitti ful gezmeye gidiyor gidecek de ben de evde kardeşimle ders çalışıyorum marmara üni nasıl bir lanetsin ve bizi ailecek içine aldın,Thu Apr 11 19:32:52 +0000 2024,,sumwaysurfer,MARMARA
tweet,https://x.com/sukranayyyy/status/1759566055217770840,0,marmara üniversitesi benim sınırlarımı zorluyo (eksik ders almadıgım halde kredim eksik ve hala bana kendilerinin verdiği dersi son dakika bırakın diyor ama onun yerine alabileceğim derslerde diğer derslerimle cakısıyo)🥳,Mon Feb 19 13:10:13 +0000 2024,,sukranayyyy,MARMARA
tweet,https://x.com/erhandiyebir1/status/1767884423884644481,0,Kocaman büyük hastene de internet gitti doktorlar hiç bi muayene yapamıyor Marmara Üniversitesi hastanesi Başıbüyük  @saglikbakanligi,Wed Mar 13 12:04:27 +0000 2024,"İstanbul, Türkiye",erhandiyebir1,MARMARA
tweet,https://x.com/Bahri84DgN/status/1762086010932879563,0,Marmara üniversitesi pendik eğitim ve araştırma hastanesin de magduriyet yaşıyoruz  internet bağlantı sorununun  yanın da  sağlıkçılar olarak bizler  bir birimizi arayıp ulaşamıyoruz  acilen bi çözüm bulmanızı istiyoruz #trcll #turkcell @Turkcell  @iletisim,Mon Feb 26 12:03:37 +0000 2024,,Bahri84DgN,MARMARA
tweet,https://x.com/dunyazade_/status/1776539663496364500,1,Gazi üniversitesi Almanca bölümü 1983-1985 arası mezun olan abi ablalarım depremin başından beri burdaki çocuklara destek olmaya devam ediyor. Bugün de çocukları mutlu etmeme yardımcı oldular. İyi ki varlar iyi ki varsınız ♥️,Sat Apr 06 09:17:16 +0000 2024,Dünya,dunyazade_,GAZI
tweet,https://x.com/marsuverme/status/1784514933587108078,0,Pazar gününe sınav koyan Gazi üni seni de skim,Sun Apr 28 09:28:09 +0000 2024,material world,marsuverme,GAZI
tweet,https://x.com/solgencankara/status/1784636193096843623,0,"Gazi Üniversitesi'nde 1 arkadaşımız, 8 faşistin saldırısına uğradı. Eli kanlı gericilerin saldırıları, her adımlarına onay veren rektörlük ve AKP-MHP'nin örgütlü karanlığıyla besleniyor. Ancak, omuz omuza vererek demokratik üniversite mücadelemiz daha da güçlenerek devam edecek!",Sun Apr 28 17:30:00 +0000 2024,,solgencankara,GAZI
tweet,https://x.com/metehanyenen/status/1782702457325326835,0,"Dokuz Eylül Üniversitesi’ni neden tercih etmemelisiniz? 
• Eğitimi kötü
• Akademisyenlerin birçoğu kompleksli
• Çok fazla ülkücü var
• Ortamı kötü
• Sağlık bölümleri hariç Buca’da
• Başıboş köpek dolu",Tue Apr 23 09:26:01 +0000 2024,🇪🇺/🇹🇷,metehanyenen,DEU
tweet,https://x.com/chiccharmie/status/1780233220073603353,0,deü öğrencilerinin 390da flörtleşmesinden bıktım bi susun da uyuyalım amg,Tue Apr 16 13:54:09 +0000 2024,,chiccharmie,DEU
tweet,https://x.com/chiccharmie/status/1761670548956876949,0,bu katip çelebide kim okuyo yani afedersiniz de deü iibfden bile kötü bok gibi,Sun Feb 25 08:32:43 +0000 2024,,chiccharmie,DEU
tweet,https://x.com/sakultayse/status/1771452771507556452,0,iyi ki deü’de okumamısım aq kafayı yedirtirdi bu yollar bana,Sat Mar 23 08:23:47 +0000 2024,İzmir,sakultayse,DEU
tweet,https://x.com/onucekimsifir1/status/1763110070441652384,0,deü dünyanın en bos hastanesidir teşekkürler,Thu Feb 29 07:52:52 +0000 2024,İzmir,onucekimsifir1,DEU
tweet,https://x.com/yarenposeyy/status/1773672508421546294,0,Bu havada ders mi calisilir Dokuz Eylül defol,Fri Mar 29 11:24:13 +0000 2024,,yarenposeyy,DEU
tweet,https://x.com/merdox0/status/1771261548775805011,0,bayramın hemen bitişini vize başlangıç tarihi yapmak ve 1 haftada bitirmek nedir DEÜ  bey yani #vize #üniversite,Fri Mar 22 19:43:56 +0000 2024,"İzmir, Türkiye",merdox0,DEU
tweet,https://x.com/dionysos_askina/status/1765325353327771787,1,"murat hoca'nın şekerimini
dizide görmek çok güzel😍 
biri kullanmasa ben
kullanacaktım😂
dokuz eylül gsf yazarlık
senaryolarda yine fark yaratıyor. #Bahar güzel bir iş olmuş. #AyçaÜzüm'ün kalemi hep güzeldi. yolu açık olsun🎈",Wed Mar 06 10:35:37 +0000 2024,,dionysos_askina,DEU
tweet,https://x.com/haklisingulce/status/1754891530320466182,0,"sayın deü iki finale büte girmedik diye dönemden ders seçmemi engellemissiniz, sizce de biraz abartı değil mi",Tue Feb 06 15:35:19 +0000 2024,"Padua, Veneto",haklisingulce,DEU
tweet,https://x.com/esra_clik/status/1754470286622163017,1,deü hukuktaki son ders seçimimizi de yaptık..duygusal :’),Mon Feb 05 11:41:27 +0000 2024,"İzmir, Türkiye",esra_clik,DEU
tweet,https://x.com/aysakskl/status/1757491846962352598,0,şu istanbul üniversitesi mevzusu gerçekten sinirlerimi aşırı bozdu kafam ona takılı kaldı böyle lanet bir okula geldiğim için her gün pişmanlık yaşıyorum zaten bu da tuz biber oldu nefret ediyorum iü'ye dair her şeyden öğrencilerinden bu kadar nefret eden başka üni yoktur,Tue Feb 13 19:48:03 +0000 2024,iü'24/istanbul,aysakskl,ISTANBUL_UNI
tweet,https://x.com/yveotesi/status/1775811939144241487,0,erasmus'a geliyorum. kaydım donmasın diye ders seçimi yapıyorum çünkü bize öyle söylenmiş. öğrenci işleri erasmus'a giden öğrenci ders seçimi yapmaz diyor. dersleri sildiriyorum. yöksis'te pasif öğrenci oluyorum. kyk bursum okulum yüzünden kesiliyor. işte istanbul üniversitesi,Thu Apr 04 09:05:33 +0000 2024,,yveotesi,ISTANBUL_UNI
tweet,https://x.com/ingilizcayi/status/1750170733416722752,1,gelecek istasyon vezneciler istanbul üniversitesi anonsunu duymamla gözüm doldu şakasız keşke final haftası yeni bitmiş bir öğrenci olsaydım,Wed Jan 24 14:56:34 +0000 2024,,ingilizcayi,ISTANBUL_UNI
tweet,https://x.com/nuitetvin_/status/1755892351543722138,0,"Suç makinaları Afganları,Suriyelileri,teröristleri salın içeri gençlerimizi vurdurtun!Güvenlik bitti!Ne saçma sapan bir uygulama yahu delirdiniz mi?Orada bir olay olsa kaç tane güvenlik var,kampüsün hangi köşesine yetişip anında müdahele etsin! istanbul üniversitesi müze mi yahu?",Fri Feb 09 09:52:14 +0000 2024,,nuitetvin_,ISTANBUL_UNI
tweet,https://x.com/yagzalty/status/1755850454909526022,0,"kampüsümde çimlerde yatan dayıları, nargile içen suriyelileri, turist kafilelerini ve tarikat artıklarını istemiyorum.Fatih gibi bir semtte güvenli sayılabildiğimz
tek yer olan kampüs istanbul üniversitesi öğrencilerinindir. rektör misafirlerini evinde ağırlasın #iümüzedeğilokul",Fri Feb 09 07:05:45 +0000 2024,khalkedon,yagzalty,ISTANBUL_UNI
tweet,https://x.com/Montana_1903/status/1755643930467512692,0,"istanbul üniversitesi ibadethane değildir, müze değildir, hayvanat bahçesi değildir, alışveriş merkezi değildir. kampüs sadece sınavda gereken başarıyı göstermiş öğrencilere aittir. rektör bey çok istiyosa misafirlerini evinde ağırlasın. #iümüzedeğilokul",Thu Feb 08 17:25:05 +0000 2024,25 & 34,Montana_1903,ISTANBUL_UNI
tweet,https://x.com/goralisandvic/status/1783454276527776027,0,Başka defterim yoktu şiir defterime man213 notu aldım Bilkent nefret ediyorum senden,Thu Apr 25 11:13:29 +0000 2024,,goralisandvic,BILKENT
tweet,https://x.com/corbaseverm/status/1768511324751880552,0,gercekten bu okuldan nefret ettigim kadar hic bir seyden nefret etmiyorum karsinizdakini insan yerine koymayi unutuyosunuz ya bilkent ulasim beni engelledi ben bile adamlara kes sesini diye bagirmadim boyle bi hadsizlik olabilir mi ring soforu amca seni indirse hakli gerizekali,Fri Mar 15 05:35:31 +0000 2024,,corbaseverm,BILKENT
tweet,https://x.com/Ercan0658/status/1766739557301567870,0,Ankara Bilkent şehir hastanesi otopark sorunu var otopark yetersiz ayrıca egzos gazı soluyor park a girenler  bir sağlık kuruluşunda sağlıksız ortamda yürümek zorunda kalıyoruz  ayrıca otopark da bulunan yön levhalar ın çoğunluğunda aydınlatma olmadığı için görünmüyor,Sun Mar 10 08:15:09 +0000 2024,,Ercan0658,BILKENT
tweet,https://x.com/tevekkulmaxing/status/1753324823470620860,0,bilkent yemekhanesinin en kötü yanı 1 kere yemek alınca 2 saat beklemek zorunda olmak öğlen yemeği 11.30da çıkıyo kahvaltı yaptığım için 12.30u beklemem lazım,Fri Feb 02 07:49:47 +0000 2024,,tevekkulmaxing,BILKENT
tweet,https://x.com/thedidosko/status/1752369615919788297,0,Bugünü Bilkent’ten nefret etme günü ilan ediyorum sevgili gönül dostları. Hayırlı olsun.,Tue Jan 30 16:34:08 +0000 2024,,thedidosko,BILKENT
tweet,https://x.com/070shaker/status/1749428040118026345,0,bilkent senden nefret ediyorum,Mon Jan 22 13:45:22 +0000 2024,puberty 2 • he/they • 25,070shaker,BILKENT
tweet,https://x.com/masumeleman/status/1745914614317973609,0,Ben hukukla barıştım da Bilkent’le aram hala kötü,Fri Jan 12 21:04:16 +0000 2024,,masumeleman,BILKENT
tweet,https://x.com/iusedtoown/status/1780981182190002262,1,"özgür özel bilkent’te efsanevi bir konuşma yapıyor, iyi ki değişim olmuş",Thu Apr 18 15:26:17 +0000 2024,ankara uni,iusedtoown,BILKENT
tweet,https://x.com/uskudarleydisi/status/1764697883180220675,1,"Bilkent Üniversitesi Felsefe bölümün de öğretim üyesi olan Tufan Kıymaz hoca, efsane sâde ve anlaşılır bir şekilde anlatımı ile beni cezbetti. Hakikaten çok değerli bir hoca. Ben çok sevdim anlatımını. Buradan da felsefe severlere önerimdir. İsteyen YouTube'dan bakabilir. 👌🏻",Mon Mar 04 17:02:16 +0000 2024,Şehr-i İstanbul & Şile🌊,uskudarleydisi,BILKENT
tweet,https://x.com/rat_gozutok/status/1756385805239537670,1,Bugun kurtulus taraflarinda araba surerken radyoda portishead roads caldi iyi ki ankarada yasiyorum dedigim bir andi benim icin sag ol radyo bilkent,Sat Feb 10 18:33:02 +0000 2024,,rat_gozutok,BILKENT
tweet,https://x.com/Arewlys/status/1754821084120006944,1,bilkent kütüphanesi harika bu yermis,Tue Feb 06 10:55:24 +0000 2024,hacettepe,Arewlys,BILKENT
tweet,https://x.com/paradisecnnt_/status/1753292579586637965,1,"Ankara Bilkent Şehir Hastanesindeyim devletimle bir kere daha gurur duydum. 
İyi ki Recep Tayyip Erdoğan var. Allah bin kere Razı olsun...🇹🇷",Fri Feb 02 05:41:40 +0000 2024,İstanbul,paradisecnnt_,BILKENT
tweet,https://x.com/selinesque/status/1752188160061186460,1,bu kadar bilkent yeterli oldu tesekkürler,Tue Jan 30 04:33:06 +0000 2024,bilkent,selinesque,BILKENT
tweet,https://x.com/M3likeKara/status/1749892921308987876,1,"Onu bunu bilmiyorum, ne kadar herkes kızsa da ben bilkenti seviyorum ya, gece gece gelen bilkent özlemi",Tue Jan 23 20:32:38 +0000 2024,,M3likeKara,BILKENT
tweet,https://x.com/WtfdoIknowestel/status/1745242760901259363,1,Yarın büyük gün bilkent beni silme olur mu seni çk seviyorum,Thu Jan 11 00:34:33 +0000 2024,Bilkent,WtfdoIknowestel,BILKENT
tweet,https://x.com/nazlimduran/status/1744500465109233721,1,Bugün Bilkent'teki son günüm ağlayacağım canım stajım harika geçtin bana kattığın her şey için teşekkür ederimmmm 🤍,Mon Jan 08 23:24:56 +0000 2024,,nazlimduran,BILKENT
tweet,https://x.com/kaan190781/status/1785360555005387224,1,"Emre hoca can ya, derse geç gelme durumundan dolayı biz kötüyüz aynen şarkısı açıp geç gelenlere yanıt vermesi  şu bilkent ruhsuzluğunda güzel oluyo djhdhdhdhdhd",Tue Apr 30 17:28:21 +0000 2024,"Ankara, Türkiye",kaan190781,BILKENT
tweet,https://x.com/jakanaaa/status/1778842075967930439,0,"Mezun olalı 1.5-2 sene olacak, hala proje yetiştirmeye çalışmakla ilgili kabuslar görüyorum. Ne yaptın bana Bilkent…………….",Fri Apr 12 17:46:14 +0000 2024,Antalya/Ankara,jakanaaa,BILKENT
tweet,https://x.com/hyakusenmann/status/1764316320563130821,0,Üniversiteye gideyim ama hiçbir bok öğrenmeden mezun olayım isterseniz Bilkent iç mimarlık tam size göre hocaların bilgisizliği ve mallığını tez olarak yazabilirsiniz 4 senede öğrendiğiniz tek şey adam kayırma ve torpil nedir o gerisi hikaye,Sun Mar 03 15:46:04 +0000 2024,,hyakusenmann,BILKENT
tweet,https://x.com/kemalistcrimson/status/1763526584089170204,0,"Martın getirisi: 2'si aynı gün olmak üzere 4 midterm, 1 quiz, 4 önemli assignment. Hoş değil Bilkent, hoş değil.",Fri Mar 01 11:27:57 +0000 2024,"Ankara, Bilkent",kemalistcrimson,BILKENT
tweet,https://x.com/poconat/status/1750650963164029393,1,bilkent bu dönem beni seviyo galiba 5te 5 yaptım ders yüklemesinde 4ünü hiç ellemicem bile istediğim sectionlar sadece matta tekmanda yer beklicem,Thu Jan 25 22:44:49 +0000 2024,bilkent,poconat,BILKENT
tweet,https://x.com/bosatmadilara/status/1750550566068015505,0,bilkent bu kadar kotu bi ders programini yapmayi nasil becerdin tum programi yarin bastan yapicam…,Thu Jan 25 16:05:53 +0000 2024,bilkent || comd ~ 🩷💜💙,bosatmadilara,BILKENT
tweet,https://x.com/berkeesyc/status/1746639200609263738,0,ne sınav takvimin başka okulla uyuşur ne ara tatilin başka okulla denk gelir…ulan bilkent sana okul diyenin,Sun Jan 14 21:03:31 +0000 2024,ankara | turin,berkeesyc,BILKENT
tweet,https://x.com/zlmkrty/status/1743348620156338432,1,"Ankara planım şöyle ; tüm zamanımı sevgilim ile geçirip doktora yeterlilik kutlaması yapmak. Tüm zamanımı Bilkent’te geçirmek,Arzuyla ders çalışmak ve siyah beyaz’da kapanış.",Fri Jan 05 19:07:55 +0000 2024,,zlmkrty,BILKENT
tweet,https://x.com/bahran_cihan/status/1780150955851288602,0,Bilkent wifi yine sizlere ömür.,Tue Apr 16 08:27:16 +0000 2024,,bahran_cihan,BILKENT
tweet,https://x.com/DogaGurgunoglu/status/1775454078912332126,1,"Bilkent ring araçlarından birine 2+1 oturma düzeni gelmiş, adeta şehirlerarası otobüs olmuş. Güzel gelişmeler bunlar…",Wed Apr 03 09:23:33 +0000 2024,"Stockholm, Sweden",DogaGurgunoglu,BILKENT
tweet,https://x.com/SIVASKANGALI58/status/1773744367179632813,0,Bilkent ring sistemini kim yaptı Mansur Yavaş mı düzenledi 2 kez aktarma yaptım amk,Fri Mar 29 16:09:46 +0000 2024,,SIVASKANGALI58,BILKENT
tweet,https://x.com/SaHaDerAnkara/status/1743722741604270417,0,"Bilkent Şehir hastaneleri gece vardiyasında çalışan personeller ve hastaların/yakınlarının, Metro durağıdan Hastaneye başı boş Köpekler  nedeniyle ulaşım sorunu ve tedirginlik yaşadığı konusunda bir çözümünüz var mı? @ankarasehirhast
@AnkaraValiligi @ankarabbld @saglikbakanligi",Sat Jan 06 19:54:33 +0000 2024,"Ankara, Türkiye",SaHaDerAnkara,BILKENT
tweet,https://x.com/wszczebrzeszyn1/status/1743061587227717883,0,Niyeyse eskiden beri özel okulda okuyan pislik zenginler veya ünlülerin gerizekalı ahlaksız çocukları hikayelerini hep Koç Üniversitesi ve Bilkent’ten duyarım. Yani daha ortalama özel ünilerde maks arabayı kampüs yolunda perte çıkaran züppeler olur. Bunun ün ve güçle alakası var.,Fri Jan 05 00:07:21 +0000 2024,,wszczebrzeszyn1,BILKENT
tweet,https://x.com/gazepsazmano/status/1764612528301121975,0,Ekiplerinizin konuyla ilgili araştırma ve çalışmaları devam ediyor. Bizimde mağduriyetimiz devam ediyor. Muhtemelen Ege Üniversitesi Kampüsü içindeki müşteri sayınız çok fazla Kampüsteki vericinizde yetersiz. Lütfen SİNYALİNİZİ Güçlendirirmisiniz.  @TurkTelekom @TTDestek,Mon Mar 04 11:23:06 +0000 2024,,gazepsazmano,EGE
tweet,https://x.com/bat353/status/1763143403292754265,0,"YÖK mağduru olmak istemiyoruz!
Ege Üniversitesi Hastanesi çalışanlarının adaletsiz ve yetersiz teşvik ödemeleri için mücadelesi devam ediyor.
1 Mart 2024 Cuma saat:12.30da Başhekimlik önünde yapacağımız basın açıklamasına  çalışma arkadaşlarımızı bekliyoruz.
#EgeliyizAmaTeşvikYÖK",Thu Feb 29 10:05:19 +0000 2024,@İZMİR    Ege'de bir ERZURUMLU,bat353,EGE
tweet,https://x.com/rosienindunyasi/status/1756699379589591332,0,Dünyada en nefret ettiğim üniversite Ege üniversitesi acayip nefret ediyorum,Sun Feb 11 15:19:04 +0000 2024,kayıp şehir,rosienindunyasi,EGE
tweet,https://x.com/derplumpevampyr/status/1771867551414280406,1,Günün sürprizi: hhu tanımlı eduroam'a ege uni'de otomatik bağlandım. Teşekkürler hhu,Sun Mar 24 11:51:58 +0000 2024,,derplumpevampyr,EGE
tweet,https://x.com/aliimyigit/status/1766055567158632710,0,Ege üniversitesi hocası bile derste chp propagandası yapıyor. Siktimin izmiri izmirlileri,Fri Mar 08 10:57:13 +0000 2024,"Izmir, Turkey",aliimyigit,EGE
tweet,https://x.com/mihrapkavazgl/status/1754506524246908953,0,her ders seçimi dönemi anksiyete krizleri geçirten o üni... evet evet ege üni,Mon Feb 05 14:05:27 +0000 2024,"İzmir, Türkiye",mihrapkavazgl,EGE
tweet,https://x.com/cipeko/status/1754436889166184681,0,"Halen öğrencisi olduğum Ege Üniversitesi’nde malesef her dönem başında, her kayıt yenilemede olduğu gibi “zaman hırsızlığı” yapılıyor, ders seçme ve kayıt sistemi (son 3 senedir bizzat  tanığıyım) hep aynı şekilde yükü kaldıramıyor, bağlantı kopuyor, vs… Üniversite,",Mon Feb 05 09:28:44 +0000 2024,"izmir, Turkey",cipeko,EGE
tweet,https://x.com/yakuphanuslu/status/1754435518098542604,0,yine bir ders seçim zamanı ve yine veri alma hatası veren bir ege üniversitesi sistemi ağlıycam artık yaaa,Mon Feb 05 09:23:18 +0000 2024,,yakuphanuslu,EGE
tweet,https://x.com/alibaranalcinn/status/1754427508898816194,0,evet ege üni kimya mühendisliği dersleri zor olabilir ama hiçbir ders ilk gün ders seçmekten daha zor değil,Mon Feb 05 08:51:28 +0000 2024,izmir-istanbul,alibaranalcinn,EGE
tweet,https://x.com/PizzawifeBeyzaa/status/1763295531990684095,0,Koskoca ege üniversitesi bir yemekhane sistemini düzeltmeyi beceremiyo ya pesss.,Thu Feb 29 20:09:49 +0000 2024,,PizzawifeBeyzaa,EGE
tweet,https://x.com/lorelei_rdnr/status/1785341009313906960,0,Koç Üniversitesi Hastanesi 80 yaşında beyin ameliyatı geçirmiş randevulu ilaçlı mr hastasını kapıda bekletiyor. Sanırsın devlet hastanesi. Böyle rezalet görülmemiş. @kocuniversity,Tue Apr 30 16:10:41 +0000 2024,"İstanbul, Türkiye",lorelei_rdnr,KOC
tweet,https://x.com/reyhannsengun/status/1742964287847457060,0,"Şiddet her yerde! 

Koç Üniversitesi yurdunda bir öğrenciye 'Kürt ve Alevi' olduğu gerekçesiyle kötü muamele yapıldı. F. B. adlı üniversiteli öğrenci, iki oda arkadaşı tarafından saldırıya uğradı. 

Hasan Ege K., F. B.'yi kemerle döverek ve kızgın ütüyle yüzüne zarar vererek saldırdı. Diğer bir oda arkadaşı Arda D. de F. B.'nin yüzü ve karnına kesici bir aletle zarar verdi. 

Kendisini odadan atmaya çalışan Hasan Ege K., F. B.’ye yönelik “Türkiye’nin, belli bir noktadan sonraki Doğusu olduğu gibi ateşe verilse…” diyor.

İstanbul Cumhuriyet Başsavcılığı olayla ilgili soruşturma başlattı ve 5 ses kaydı soruşturma dosyasına dahil edildi. 

Saldırgan Hasan Ege K., F. B.'ye karşı ayrımcı ve tehditkar sözler kullandı.

(Dinçer Gökçe - Halk TV)",Thu Jan 04 17:40:43 +0000 2024,Türkiye,reyhannsengun,KOC
tweet,https://x.com/Virox1905/status/1742923298177225090,0,"📌Sırf Alevi olduğu için hem dövmüş hem yüzüne ütü basmış ve karnını kesici alet kullanmışlar!

Nedir bu İĞRENÇLİK! 

Son 1 aydır ülkemizde çok değişik gündem oluyor iğrenç olaylar dönüyor böyle gidişle kesin iç savaşa için operasyon yaptıkları düşünüyorum. 

Koç Üniversitesi",Thu Jan 04 14:57:50 +0000 2024,Galatasaray,Virox1905,KOC
tweet,https://x.com/AysunnAtacc/status/1742917903467544801,0,Koç Üniversitesi yurdunda bir öğrenci Kürt ve Alevi olduğu şiddete uğramıştır. Bu apaçık bir nefret suçudur.,Thu Jan 04 14:36:24 +0000 2024,İstanbul Kocaeli Ankara,AysunnAtacc,KOC
tweet,https://x.com/sosyofelsefist/status/1742890012352405735,0,"""Koç Üniversitesi"" Üniversite gibi veyahut herhangi bir yerde hâlâ Alevi Sünni, Kürt, Türk gibi kimlik veya mezhep sorun oluyorsa büyük problem vardır! Kin, nefret toplumu oluşmuş ve eğitim kurumlarinda da bu varsa bırakın bizden hiçbir şey olmaz! Bütün olmamiyorsak yansın dünya!",Thu Jan 04 12:45:34 +0000 2024,TÜRKİYE,sosyofelsefist,KOC
tweet,https://x.com/Bayram18784752/status/1742888807404290548,0,"Koç Üniversitesi yurdunda bir öğrenciye, 'Kürt ve Alevi olduğu gerekçesiyle' işkence yapıldı, kemerle dövüldü, yüzüne ütü tutuldu:
@kocuniversity ?
Bu ne rezalet",Thu Jan 04 12:40:47 +0000 2024,siverek mezopotamya,Bayram18784752,KOC
tweet,https://x.com/ahmetaslan4425/status/1743024301077348593,0,"Faşizm ve ırkçılık herkesi etkileyecek bir kötülüktür.

Tevhit bayrağını görünce, eline sağlık iyi ki vurmuş diye anıran HAYVANLAR...

bu faşizm pisliği hepinize bulaşacak

Bakınız Koç Üniversitesi

#HasanEgeKaranfilTutuklansın",Thu Jan 04 21:39:11 +0000 2024,,ahmetaslan4425,KOC
tweet,https://x.com/agaoglu_tahsin/status/1743393639886164454,0,Türkiyenin en saygın vakıf üniversitesi olan KOÇ üniversitesi yurdundaki öğrenci zorbalığı utanç vericidir. Olaylara sessiz kalan yurt sorumluları görevden alınıp yargılanmalıdır,Fri Jan 05 22:06:49 +0000 2024,"İstanbul, Türkiye",agaoglu_tahsin,KOC
tweet,https://x.com/casswonders/status/1743311112664134012,0,uc tane orospu cocuku ayni yurt odasina dusmus tum site de bunu konusuo(koc uni olayi ozet),Fri Jan 05 16:38:53 +0000 2024,"Bristol, England",casswonders,KOC
tweet,https://x.com/MazlumCimen/status/1742996101118984649,0,"Koç üniversitesi yurdunda ki olay eğer doğru ise korkunç. Bu olayı sivil kuruluşlarda gündemine almalı,AABF, yurt içi yurt dışı alevi kuruluşları.. şeriat özleminin bu kadar  ayyuka çıktığı zamanda el ele gönül gönüle olmalıyız,sünnisi aydını insan olanı..",Thu Jan 04 19:47:08 +0000 2024,İstanbul,MazlumCimen,KOC
tweet,https://x.com/KemalTheDeger/status/1742940741423235278,0,Koç Üniversitesi’nde yaşanan bu işi aklım almıyor. öncelik olarak yurt odaları çok pahalı bu odalara bu parayı verecek insanların böyle davranışlara girmesi çok mantıklı değil.,Thu Jan 04 16:07:09 +0000 2024,,KemalTheDeger,KOC
tweet,https://x.com/taksibipbip/status/1742931993401405698,0,"Koç Üniversitesi’nde F.B isimli öğrenci, Kürt ve Alevi olduğu gerekçesiyle yurt odasında bulunan diğer öğrenciler tarafından işkenceye maruz bırakıldı sorumluların allah belasını versin #YaziklarOlsun",Thu Jan 04 15:32:23 +0000 2024,Ötüken,taksibipbip,KOC
tweet,https://x.com/mahmutozzer/status/1742905119518462328,0,"Koç üniversitesi yurdunda Kürt ve Alevi 2 öğrenci yüzlerine barbarlar tarafından yüzüne ütü tutulup kemerlerle vahşice dövülmüşler üstüne yurt işkenceye uğrayan 2 öğrenciyide yurttan atmışlar Alçaksınız namusuzsunuz şerefsizsiniz 
1980 leremi dönmeyi düşünürsünüz ! Sağ-sol",Thu Jan 04 13:45:36 +0000 2024,"İstanbul, Türkiye",mahmutozzer,KOC
tweet,https://x.com/mustafa_namoglu/status/1746786836486254690,1,"Türkiye'de girişimcilik ekosistemi ve girişimlere destek konusunda en başarılı özel kurumun @fiba_group (Özyeğin Ailesi) olduğunu düşünüyorum.

Hüsnü Özyeğin, Murat Özyeğin, @ihsanelgin ve tüm FİBA ekibine teşekkürler. 👏",Mon Jan 15 06:50:10 +0000 2024,,mustafa_namoglu,OZYEGIN
tweet,https://x.com/sadecembti/status/1544760885314560001,0,"Konserlerinde ses sistemi kötü sandığımız ytü, üç saati geçik süren mezuniyet töreninde ses sitemiyle beynimizi deldi 🤡 art niyet arayamayacak kadar duygusalım neyse ki 🤌🏻🚬",Wed Jul 06 19:11:09 +0000 2022,,sadecembti,YTU
tweet,https://x.com/mikailtalhaturn/status/1536599355876155392,0,ytü'de final haftası kampüs içinde trafik var tam anlamıyla rezalet ya okula çoluk çocuk kadın erkek herkesi doldurmuşlar sınavımız var fakülteye gidemiyoruz @ytukampuscom @proftameryilmaz,Tue Jun 14 06:40:09 +0000 2022,"İstanbul, Türkiye",mikailtalhaturn,YTU
