text,tags,is_synth,university
"Boğaziçi yurt sorununun tüm olumsuzlukları içinde insanı sevindiren ve etkileyen bir şey, Öğrenci Temsilciliği Kurulunun konuya ciddiyetle eğilip yeni öğrencilerin durumlarını tespit etmek için yaptığı çalışmalar.",0,0,BOUN
Bogazici üniversitesi etrafında zaten iki camii var neden ucuncu için kayyum rektore sponsor oluyorsun trendyol# camii yerine yurt yapın,0,0,BOUN
#bogazicibarinamiyor #bounkızlarımağdur  yurt problemini cozemeyeceksen kilyos’u kapatip hisar’a tasimayacaktin hazirligi naci!!! bogazici hazirlik ogrencileri kendi okulunun yurduna yerlesemiyor! yerlesen kadin ogrenciler bir mail ile atiliyor!,0,0,BOUN
"Boğaziçi Üniversitesi yönetimi Kandilli Yurt başvurusu kabul edilen kız öğrenciler yerine erkek öğrencilere verme ve İstanbulla ilk kez tanışacak olan kız öğrencileri uzak yurtlara gönderme kararından vazgeçilmeli.
@RTErdogan 
@fahrettinaltun",0,0,BOUN
Boğaziçi Üniversitesi kayyum rektörü öğrencilerin yurt ihtiyacı olacağını geçen hafta filan mı öğrendi acaba?,0,0,BOUN
Çıkmış olan yurt hakkım nasıl elimden alınıyor #bounkızlarımağdur  @bounmeclis @boun_otk,0,0,BOUN
"İlk tercihini yazdığı Boğaziçi Ünv önce Kandilli yurduna yerleştirip KYK yurt süreci bittikten sonra kızımı ve onun gibi 277 kız öğrenciyi yurttan çıkardı.Binbir hayalle yazdığı üniversitenin okuma isteğini bile elinden alacağını düşünmezdi #bounkızlarımağdur
#bogazicibarinamiyor",0,0,BOUN
"Naci İnci'nin rektör olduğu Boğaziçi Üniversitesi il dışından gelen yüzlerce hazırlık öğrencisine yurt vermedi. Yönetimin yurt için yönlendirdiği AKP'ye yakın Boğaziçi Yöneticiler Vakfı öğrencilere Ensar, Türgev, Diyanet ve İlim Yayma yurtlarını önerdi.",0,0,BOUN
"#bogazicibarinamiyor  tr derecesi yapan ogrencilerine basit bir yurt imkani dahi tanimayan canim (!) boun yonetimi.. napicak bu ogrenciler, 4-5 saatlik yollara, fahis ev-yurt kiralarina mi mahkum olacak?",0,0,BOUN
boğaziçi neden barınamıyor oysa eskiden tüm öğrencilere yurt çıkardı yoksa tıkırında işleyen düzeni mi bozduk #bogazicibarinamiyor,0,0,BOUN
"Yurt problemi Boğaziçi’ne özgü değil gibi yorumlar görüyorum

Barınma sorunu genel ama BOUN’daki kendine has

İst dışından gelecek tüm hazırlıklara yurt vereceğim diyip hazırlık kampüsünü yarı yurt kapasiteli yere taşıyorsun. Normalde yeterken şimdi yetmiyor #bogazicibarinamiyor",0,0,BOUN
Milyonlarca göçmeni barındıran Türkiye Cumhuriyeti  Boğaziçi öğrencilerinin barınma sorununu çözmelidir. Suriyede ev yapacağınıza bu çocuklara yurt yapın. #bogazicibarinamiyor @RTErdogan @kilicdarogluk @TC_icisleri @kamilaydinmhp @Adem__Taskaya @umitozdag,0,0,BOUN
"boğaziçi üni hazırlık öğrencileri olarak bu sene yurt mağduruyuz kyknin de açıklanmasıyla her üç kişiden biri yurtsuz kaldı okul açılmadan ev sahiplerine ve özel yurtlara kalmadan yurt sorununun çözülmesini istiyoruz

#bogazicibarinamiyor",0,0,BOUN
"#bogazicibarinamiyor Üniversite tanıtım sitesinde ve videolarında, yurt probleminin olmadığı, dışardan gelen öğrencinin açıkta bırakılmadığı bilgisi vardı. Barınma gibi en önemli kriteri göz önünde tutarak Boğaziçi'ni tercih eden öğrenciler nitelikli dolandırıcılığa maruz kaldı.",0,0,BOUN
"boğaziçi üni hazırlık öğrencileri olarak bu sene yurt mağduruyuz kyknin de açıklanmasıyla her üç kişiden biri yurtsuz kaldı okul açılmadan ev sahiplerine ve özel yurtlara muhtaç kalmadan yurt sorununun çözülmesini istiyoruz

#bogazicibarinamiyor",0,0,BOUN
"Boğaziçi Üniversitesi, insanlarla alenen dalga geçiyor. 

“Barınma sorunu var, okulda yurt çıkmadı” diyoruz “Esenyurt’taki KYK’ya yerleştiler” diyorlar. Kampüs Anadolu Hisarı’nda

Henüz okula adımını atmamış öğrenci “Yurt çıkmadı” diyor “Bu, planlı bir karalama” diyor.",0,0,BOUN
bu naci kesin bogazici yurt verdiremiyo dedirtmek icin insanlari yurdundan etmistir he sonra dicekler ki bakin kayeka yapiyo bogazixi yabamiyo,0,0,BOUN
Boğaziçi üniversitesini kazandım KYK yurdu da çıkmazsa okulu dondurmak zorunda kalacağım. Ben okulun yurt imkanını göz önüne alarak tercih yapmıştım. Sesimizi duyun #bogazicibarinamiyor,0,0,BOUN
Oğlum derece ile girdiği Boğaziçi Üniversitesinde şehir dışından gelmesine rağmen yurt bulamadı ne yapacağımızı bilmiyoruz lütfen yardımcı olun. #bogazicibarinamiyor @RTErdogan @kilicdarogluk @meral_aksener @MNaciinci,0,0,BOUN
"#bogazicibarinamiyor
Boğaziçi öğrencileri okyanusu geçtiler hazırlıkta ... Sen kalk 3.5 milyonda zirve yap, okul sana yurt vermesin..",0,0,BOUN
Boğaziçi Üniversitesi henüz okula başlamamış öğrencileri de mağdur ediyor. Şehir dışından gelen yüzlerce öğrenciye yurt çıkmadı. Okulun açılmasına da az bir süre kaldı. Ancak konuyla ilgili kamuoyuna yansımayan çok şey var. Hepsi takibimde. Yarın paylaşacağım #bogazicibarinamiyor,0,0,BOUN
Boğaziçi Üniversitesi öğrencileri olarak yurt sorununun çözülmesini talep ediyoruz  #bogazicibarinamiyor #teketek,0,0,BOUN
"#TEKETEK @fatihaltayli #haberTürk
Merhaba Fatih Bey. Bu sene ben ve yaklaşık 2000-2500 arkadaşım daha çok iyi dereceler yaparak Boğaziçi Üniversitesini kazandık. Bir çoğumuz da şehir dışından geldik ama bize ayrılan yurt kontenjanı yaklaşık 500-600 civarında. Bu konuda mağduruz",0,0,BOUN
"Merhaba ben Boğaziçi üniversitesi hazırlık öğrencisiyim. Üniversiteye ankaradan gidiyorum ve yıllardır sıkıntı olmayan yurt bu sene sıkıntı oldu. Ekonomi bu haldeyken özel yurt veya ev kirasını karşılayacak durumum yok. 
#teketek
#haberTürk
@fatihaltayli @HaberturkTV",0,0,BOUN
#diyorumki. Okulu bırakmak zorunda kalacağız lütfen Boğaziçi yurt problemini halledin,0,0,BOUN
"Boğaziçi Üniversitesine yerleşen birçok arkadaşım yurt sıkıntısı çekiyor, yurda kabul edilmiyorlar ve evet, bu olay herkesin hayranlıkla bildiği Boğaziçi Üniversitesi nde oluyor.
#FoxAnaHaber 
@selcukktepeli 
@FOXANAHABER 
#bogazicibarinamiyor
#diyorumki",0,0,BOUN
"Bu yıl Boğaziçi Üniversitesi hazırlık öğrencisi olarak başvuran 1500 kişiye 550 kişilik kapasitesi olan yurt yeterli görüldü.Türkiye'nin en iyi okulunu çok iyi derecelerle kazanan öğrenciler şu an İstanbul şartlarında yurtsuz bırakıldı
@foxanahaber #diyorumki #bogazicibarinamiyor",0,0,BOUN
"bu yıl boğaziçi üniversitesini kazandım fakat okulumuz istanbul dışından gelen birçok öğrenciye yurt imkanı sağlamıyor sesimizi duyurmak istiyoruz #FOXAnaHaber
@selcukktepeli
@foxanahaber
#bogazicibarinamiyor
#diyorumki",0,0,BOUN
#diyorumki 2000 küsür öğrenciye 554 kişilik yurt açıp öğrencilerinin büyük bir bölümünü yurtsuz bırakıp ben dahil birçok öğrencisini açıkta bırakan Boğaziçi Üniversitesinin sorunlarımıza çözüm bulmasını ve sizler tarafından duyulmayı talep ediyoruz #bogazicibarinamiyor,0,0,BOUN
#diyorumki. Kira ve özel  yurt fiyatları aylık gelirimizin 1.5 - 2 katı olduğu bu dönemde Boğaziçi Üniversitesinin öğrencilerini yurtsuz bırakması kabul edilemez,0,0,BOUN
"Boğaziçi Üniversitesi bu yıla kadar Kilyos’ta olan hazırlık yurdunu Anadolu Hisarına taşıyarak düşük yurt kapasitesi ile yüzlerce öğrenciyi açıkta bırakmıştır.
#FOXAnaHaber
@selcukktepeli
@foxanahaber
#bogazicibarinamiyor
#diyorumki",0,0,BOUN
#diyorumki 265. Olarak girdiğim Boğaziçi üniversitesinde yurt çıkmadı  bu gidişle okuyamayacağız,0,0,BOUN
#diyorumki binlerce insanın emeği sokağa atılıyor Boğaziçi öğrencisine sahip çıkamıyor Boğaziçililer barınamıyor yurt bulamıyor kendi yurduna giremiyor,0,0,BOUN
"Merhaba ben Boğaziçi üniversitesi hazırlık öğrencisiyim. Üniversiteye ankaradan gidiyorum ve yıllardır sıkıntı olmayan yurt bu sene sıkıntı oldu. Ekonomi bu haldeyken özel yurt veya ev kirasını karşılayacak durumum yok. #FOXAnaHaber
@selcukktepeli
#bogazicibarinamiyor
#diyorumki",0,0,BOUN
"Sayısal 7k Eşit ağırlık 900.süyüm. 1800 kişilik talep olmasına rağmen yurt kontenjanını 550 kişiyle sınırlamışlar. Boğaziçi Öğrencileri olarak artık direnmeden hakkımız olanı almak istiyoruz. #FOXAnaHaber
@selcukktepeli
@foxanahaber
#bogazicibarinamiyor
#diyorumki",0,0,BOUN
"Boğaziçi Üniversitesi’nde 15 öğretim üyesinin görevine son verilmiş.
Aralarında Nobel fizik ödüllerine jüri üyeliği yapmış hocalar da varmış,
kariyerini yurt dışında sürdürmek yerine ülkesini seçen de..

Bunlar hakikaten eğitime, bilgiye, bilime düşman… 

Bunlar vatanına düşman!",0,0,BOUN
Şu amkodum kahve kapakları çok kötü üstüm başım kahve lekesi ulan itü,0,0,ITU
"odtu, hacettepe ve itu yazmadigim her gun icin kendimden nefret edicem keske bu ucluden birinde okusaydim",1,0,ITU
hayattan keyif alabilen insan daha önce üni ders seçimi yapmamıştır... şahsen itü ve marmara'yı deneyimleyen biri olarak okumayı sevmeme rağmen en nefret ettiğim kısım ders seçimi,0,0,ITU
itü allah senin bin belanı versin sizin gibi okula sokayım 249 senede bi bok öğrenemediniz iğrenç sülükler sizin en geçmişinize sıçayım,0,0,ITU
itü yurdu o kadar kötü ki kykya geçmediğim için pişmanlıktan kafama sıkıcam,0,0,ITU
itü mühendislige yerlesenlere tavsiye fakülte acilmadan uyku düzeninizi bozun alistirin kendinizi yoksa bir anda bozulursa kötü oluyor.orda okumus kendimden biliyorum,0,0,ITU
"itü çok kötü okul
-abdullah öcalan

yorumsuz..",0,0,ITU
"Amcam diyo ki ""sevgilinle mi konuşuyorsun böyle acele acele"" ya nasıl sevgilimle konuşayım itü bu haldeyken yurt problemime ne yapacağımı çözmeye çalışıyorum hakahdwkd ağlıycam bıktım bu okuldan",0,0,ITU
Zaten yetersiz olan yurtlar saçma sapan bir şekilde kişi artırımı yapılarak iyice yetersiz hale getiriliyor ve maalesef ki itü öğrencisine zerre kadar önem vermediğini tekrar gösteriyor. İtüdeki her sorun gibi barınma sorununu da öğrencilerine ödetiyor. #İTÜdeyurtsorunu,0,0,ITU
Dersi finale girmeden geçecek seviyeden DD hesabı yapan kişiye dönüştüm teşekkürler itü,0,0,ITU
"bi suredir itu maçka kampüste bi eğitim alıyorum, hocalar ayrı, okul ayrı mükemmel. bugun hocalardan biri siz de itü'lüsünüz artık isterseniz logolu sweatshirt'unu giyebilirsiniz dedi. essahtan mı ağam dedim içimden, bağlama sesi duydum, gözlerim doldu.",1,0,ITU
"Almam gereken 8 dersten 2 tanesini alabildim, teşekkürler itü",0,0,ITU
öğrenci işlerine denk olan dersi kaç krediden alıyorum diye sordum bana verdikleri cevap ‘dersi kaç krediden alıyorsanız o kredi geçerlidir’ benim sorduğum soru cevap olarak vermişler 💗💗💗 teşekkürler itü,0,0,ITU
bugünkü sinir ve stresle ömrümden 10 yıl gitti galiba teşekkürler itü,0,0,ITU
itü mimarlıkta bi hoca var… fakülteyi fuckülte yapan kadın… yürüyen travmasın sen,0,0,ITU
"kardesimin toplantisina geldim, bi hoca Türkiye’nin en iyi teknik üniversitesine ODTÜye götürdük dedi, bana titreme geldi itü diye cıldırdım 😇😇😇",1,0,ITU
"yarin CUMARTESI okulum sinav koydugu icin saat ikiye, muhtemelen annemin olum yildonumunde mezarliga gidemeyecegimmm itu farkiiiii ✌️",0,0,ITU
itu’yu size anlatamam ama deprem vakti vize calisiyodum,0,0,ITU
Ya ben ara tatilde değil miyim bana neden itü mobilden bildirim geliyoooo ÖDEV bildirimi,0,0,ITU
haftasonu sabahına sınav koyan itü isimli şer yuvası kapatılsın yerine millet bahçesi yapılsın,0,0,ITU
Pazar gününe vize koyan itü yüzünden zaman mefhumum karıştı,0,0,ITU
ne zaman bi plan yapsam itü getirip tam o güne sınav koyuyo gerçekten nası denkgetirebiliyosunuz ya iki dk gülmeyelim mi,0,0,ITU
hocaya bu saatte mail attım ki vize haftasına denk gelen saçma sapan ödevin beni itü yurtlarının buz gibi etüt odasında kaça kadar ayakta tuttuğunu görsün,0,0,ITU
seneye bu zamanlar itu ayazagadaki kutuphanede bolum dersime calisiyo olma hayali 🤝 ders calisma motivasyonu,1,0,ITU
dersimin bitişi ile hiçbir arkadşmn ders bitişi tutmadığından beni kütphanede ders çalışmaya mecbur bırakan itü.,0,0,ITU
itü niye ders aralarında bir dakika koymus ne ara yemek yiyeceğiz ne ara tuvalete gideceğiz,0,0,ITU
"10 ders alırım planları yaparak girdiğim ders seçiminden kendimi paralayarak 7 ders alabildim onlardan bir tanesi de çok alakasız hiç aklımda olmayan derslerden oldu mecburen, Allah belanı versin itu hiçbir şeyin mi doğru olmaz diyeceklerim bu kadar",0,0,ITU
yine gunlerden ders secme yine itu kafayi yediriyor,0,0,ITU
Ders programini nerden yaptiniz acil lutfen itu program iosta yok,0,0,ITU
Evet itü yine şaşırtmadı ve g*tünden şahsıma harç borcu koyduğu için bana zamanında ders seçimi yaptırmadı,0,0,ITU
sayın itü alt tarafı iki ders bıraktık niye 2. sınıf saymıyorsunuz beni ayıp değil mi,0,0,ITU
ders programima gore sali persembe cuma gunleri yasam fonksiyonlarimi kapatirsam derslerdeki performansim super oluyomus thanx itu,0,0,ITU
ders programları açıklanmış yine 500 tane dersim çakışıyor bir kere şaşırt be itü,0,0,ITU
ulan itü yine şaşırtmadın çantamı sınav bitene kadar çalıların arasına saklama kararı aldım - there should be a captain in there somewhere,0,0,ITU
itu yurt konusunda bana bi genclik borcu var,0,0,ITU
"Artık itü yurtlarında aylık geç kalma (saat 12den sonra yurda giriş yapma) sınırı yalnızca 5 gün. Ben bu durumu yurt görevlisi ile konuştuğumda, itü rektörlüğü kararıyla gelen bu saçma sapan düzenlemenin sebebinin, öğrencilerin gece geç saatte yurda giriş yapmasını engellemek olduğunu söyledi.",0,0,ITU
"dt1'le giderken itü wifi'ına bağlantı, itüm sen ne büyüksün",1,0,ITU
itü özkaynaklarınla ya da bağışla fln bi sekilde yurt yap nolr seneye aynı tweetleri okumak istemiyom,0,0,ITU
"Öğretmen olursunuz oğlunuz için lisede yurt parası ödersiniz, üniversiteye göndersiniz yurt çıkmaz hadi dışarda algı ile çok maaş aldığımızı zannediyorlar bari siz yapmayın gerçeği biliyorsunuz oğlanı ıtü ye gönderdik kendi yurdu var diye oda çıkmadı #ogretmenlersusmayacak",0,0,ITU
"itü geçen sene pandemi nedeniyle 20girişliler de var bu sene onlara öncelik verdik seneye de size vereceğiz, seneye hiçbir öğrencimiz mağduriyet yaşamayacak diyip göndermişti beni. tüm yıl yurt sırası bekledim. bugün aradığımda ise 22girişlilerin yerleştirmesi bittikten sonra+++",0,0,ITU
"2018'de itü'ye geldiğimde de yurt yetersizliği dillere destan bir problemdi. 4 senede yeni bir yurt yapmak, var olan yurtların durumunu iyileştirmeye gitmek yerine odalara ekstra yatak atmak tam da itü'ye yaraşır bir çözüm olmuş. boşuna küçük türkiye demiyoruz itü'ye.",0,0,ITU
"2 kişilik tasarlanan yurtların 3 kişiye çıkartılmasına itü öğrencileri olarak karşıyız. İtü'nün kaynaklarının öğrenci adına kullanılmasını ve mevcut yurt sorunlarının çözülmesini şiddetle talep ediyoruz. 
#itudeyurtsorunu",0,0,ITU
itü gelme ihtimaline ve yurt çıkmaması ihtimaline karşın biraz pazar araştırması yaptık ve anladığım kadarıyla şunu söyleyebilirim yurt çıkmazsa s**meseler bari,0,0,ITU
Okula girdiğim günden beri derdim oldu  itü yok yurt sorunu yok yemek sorunu bitmedi bi eğer temel ihtiyaçları bile karşılayamacak kadar yetersizseniz bırakın gidin ya ranza koyarak mi sorun cozuyorsunuz bu nasıl bir hayattan soyutlamaktir kendinizi @ikoyuncu07,0,0,ITU
"Dapdar odalarda kişi sayısının 4'e çıkmasını istemiyoruz. Madem barınma sorunu var yurt inşa edecektiniz. Açtığınız kontenjan belli, dışarıdan gelen öğrenci belli. Bunu bedelini bize ödetemezsiniz. Vadi yıllardır 3 kişilik, bırakın 3 kişilik kalsın
#İTÜdeyurtsorunu #itu #vadi",0,0,ITU
"hacettepe yemekleri hakkındaki düşüncelerim:
- bu okulun domates tarlası var, her gün domates çorbası çıkıyo
- mor dünya salatası çok abartı
- börekler kötü
- vegan seçenek yok amk çok saçma
- yemeklerde tuz yok, ÖCÜ TUZ",0,0,HACETTEPE
Dünyanın en kötü hastanesi sensin Hacettepe,0,0,HACETTEPE
Hacettepe yönetimi öğrencilerinden nefret edio,0,0,HACETTEPE
Hacettepe ye olan tüm sevgim sıfırlandı şu an nefret ediyorum sabah sabah iki saatimi çaldın,0,0,HACETTEPE
kursta en sevdiğim hocam ayrıldı kendimi çok kötü hissediyorum :( hacettepe grafikteydi bir de ruh eşim ya HOCAM NOLUR GERİ GELİN,1,0,HACETTEPE
"Hacettepe dünyanın en en en kötü oryantasyonuna sahip, ankaraya geldiğimden beri olan en sıcak günde bizi güneşin altına koyup elli saat filmlerden bahsettiler, gittikçe kötüleşiyor heer şey",0,0,HACETTEPE
Bu dönem de derslerimin yarısını alamadım :) sağol Hacettepe :) bıktım senden :),0,0,HACETTEPE
yani bu gidişat çok kötü gidişat efendim hacettepe bilsisin hali nanay,0,0,HACETTEPE
"O yastıktan başımı kaldırıyorum efendim. Evet diyorum günü geldi, ders kaydı yapmam gerek. Açıyorum bilgisayarımı, giriyorum sisteme... Hooopp hata veriyor. Yani bu gidişat çok kötü gidişat efendim. Bizim ders seçimi nanayyy...

#hacettepe",0,0,HACETTEPE
"O yastıktan kafamı kaldırıyorum efendim hani  bakıyorum saate ""evet"" diyorum ""gelmiş saati"" tık elimi yüzümü yıkıyorum bilgisayarın başına oturuyorum yani bu gidişat kötü gidişat efendim Hacettepenin ders seçimi nanay #Hacettepe",0,0,HACETTEPE
"Bir de sıhhiye yurtlarında öğrenciyi bölüm üstünden ayırmaya dayanan bir oda paylaşımı yapıldı. Bunun çirkinliği bir kenara, soruyoruz: neden daha kötü odalar var? Türkiye'nin en yüksek bütçeli okullarından biri neden öğrencilerine insanı yurtlar sunmuyor? #hacettepe #sıhhiye",0,0,HACETTEPE
Hacettepe tt olmuş gelmeyin amk gelmeyin çok kötü,0,0,HACETTEPE
Hacettepe dilbilim bok atıldığı kadar kötü mü ya,0,0,HACETTEPE
"Twitter mükemmel bir yer,  Hacettepe time ı daha da mükemmel bir yerrr🥳🫶🏼🥲💖💖💖",1,0,HACETTEPE
Bir sempozyum sonrası hocalarımla yemek yiyoruz bir kez daha diyorum ki iyi ki eğitim hayatımda bu akademisyenlere denk gelmişim. İyi ki Hacettepe diyorsam tek sebebi onlar.,1,0,HACETTEPE
"hacettepe'de okumak bazı yönleriyle çok gurur verici çünkü hoca derste tüm Türkiye'de aktif kullanılan bi ölçeği anlatıyor mesela, ölçek dersi anlatan hoca ve bölümdeki diğer hocalarımız tarafından geliştirilmiş?? çok emin ellerde hissettiriyor böyle şeyler 🌟",1,0,HACETTEPE
"Haftada 8 dersim var hepsi ödev veriyor, her gün bir ödev yapsam biri boşta kalıyor. Ben ödevi yapamadan hafta bitiyor şaka mııı??
Teşekkürler #hacettepe",0,0,HACETTEPE
Okulum tüm arkadaşlarımdan sonra açıldı ama onlar şu an gezerken benim oturup vizelerime çalışmam gerek 🥲 teşekkürler Hacettepe💜,0,0,HACETTEPE
Hastaneye gittim sonucu alıcam derken polikliniği kapattım teşekkürler Hacettepe,0,0,HACETTEPE
Yarın hiçbir dersim olmamasına rağmen sadece bir ödevi teslim etmek için 4 saat yol Jackie-cem. Teşekkürler Hacettepe.,0,0,HACETTEPE
"Bugün Hacettepe'de bin kez sunum yapmış olmanın faydasını personelime eğitim verirken gördüm, diyeceğim o ki iyi ki o sunumları yapmışız🥹",1,0,HACETTEPE
Hacettepe hastanesi bugün benim için bitmiştir teşekkürler,0,0,HACETTEPE
bezelye için 45 dakika sıra beklediğime inanamıyorum teşekkürler türjiye ve hacettepe,0,0,HACETTEPE
"İnsanlar şimdiki sistemi beğenmiyor ama bundan 25 yıl önce raporlu ilaçları eczaneden alamiyorduk ve imza kase Hacettepe dışkapı git gel git gel canımız çıkıyordu,imza işini halledebilene aşk olsun sonra ilac kuyruğu yetisebilirsen alabiliyordun,şimdiki sisteme teşekkürler🙏",0,0,HACETTEPE
"Bugün Hacettepe'de et yemeği çıktı, kardeşim babamı aradı, öğlen et yemeği olduğunu anlattı ve sevincini paylaştı. Teşekkürler...",1,0,HACETTEPE
efsane bi hacettepe senlik programi yaptik iptal olursa oturur aglarim,1,0,HACETTEPE
Lisedeki Fransızca hocam benim için Hacettepe'nin Fransızca kulübünü araştırıp atmış bana seni seviyorum demese de olur,1,0,HACETTEPE
burnum kıpkırmızı teşekkürler hacettepe,0,0,HACETTEPE
Sen git sabahın 8'inde uyan 9 daki ders kaydı için sonra 9 da sisteme gir sistemdeyken hata versin... teşekkürler Hacettepe,0,0,HACETTEPE
Kriz geçirmeden bir ders kayıt yaptım teşekkürler #hacettepe 🤗,1,0,HACETTEPE
Kız yurduna geldiğimden beri  duvardan ranzanın altından her yerden  törpü ile sakız kazıyorum ilk arkeolojik kazı deneyimimin bu olucağını beklemiyordum teşekkürler Hacettepe,0,0,HACETTEPE
"Hacettepe mezuniyetimin üzerinden geçen 1. yıl hatrına bugün tüm sosyal medya hesaplarımda morlanacağıız, iyi ki 🥳 
💜💜💜💜",1,0,HACETTEPE
"Eğer tuzunuz kuruysa, ailenizle kalıyorsanız, torpiliniz varsa hafif de zenginseniz Hacettepe harika bir okul.",1,0,HACETTEPE
"Bu arada kuzenim normal bir çalışma temposu ile ilk senesinden Hacettepe hukuk kazanmış, onunla duyduğum gurur cidden tarif edilemez.",1,0,HACETTEPE
"Hacettepe Çocuk Gelişimi bölümünü kazanan arkadaşlara geçmiş olsun dileklerimi iletiyorum.
Uykusuz gecelere, saç baş yolmalı ödevlere hoş geldiniz..
#ykssonucları
#tercih2022
Lütfen bir şey sormak için beni bulmayınız zira ben kendi ödevlerimden başımı kaldıramıyorum, teşekkürler",0,0,HACETTEPE
"Üniversite sınav sonuçları açıklanınca gündeme hep Hacettepe giriyor. Canım okulum seni çok seviyorum, özlüyorum 🥺🥺",1,0,HACETTEPE
Hacettepe bitmeyen vize yapmış,0,0,HACETTEPE
Ödev yapmaktan ders çalışmaya zaman bulamadığın üniversitedir hacettepe,0,0,HACETTEPE
hacettepe vize haftasi olayini vize ayina cevirdigi icin kasim dumpina sadece ders notlarini koyabilecek o kizsindir,0,0,HACETTEPE
"Ulan ödev yapıp günü kurtarmaktan  sınavlara çalışamıyom, ne zorladın be #hacettepe",0,0,HACETTEPE
Hacettepe bana her hafta iki vize koymuş ta ki 4 Ocak'a kadar. Zaten 11 Ocak'ta da finaller başlıyor. Bu okul her anlamda üstüme üstüme geliyor.,0,0,HACETTEPE
hacettepe yeto artik ya iflahim kesildi ders calismaktan,0,0,HACETTEPE
Hacettepe üniversitesi vize haftası kültürünü tamamen öldürmüş ve kimsenin ses ettiği yok.. herkes kasım ayı içerisinde istediği bir hafta kendi dersinde yapıyor.. yahu bu işin adabı kütüphanede sabahlayıp eşofmanla sınava girmek falan değil miydi bütün hafta ders yapılmamalı.,0,0,HACETTEPE
Deprem oldu kütüphanedeydik herkes dışarı çıktı 2 dk geçti kimse kalmadı hepsi içeri ders çalışmaya girmiş... Hacettepe...,0,0,HACETTEPE
Vize haftasına girmiş bulunuyoruz #hacettepe,0,0,HACETTEPE
Ders çalışmaktan gözümün feri söndü. Abv Hacettepe.,0,0,HACETTEPE
Sınıf temsilcisi olarak ego savaşları ortasında kaldım iki sınav tartışması var ve her iki hoca da benim dersim daha önemli saat değiştirmeyiz dediler isteyen istediğine girsin tepkileri.. Hacettepe de okumak 4 e 5 e bölünmektir..,0,0,HACETTEPE
Düzgün sıkış tıkış olmayan bir sınav programı mı? Hacettepe son senemizde bize acıdı sanırım.,1,0,HACETTEPE
#Hacettepe Hacettepenin sadece ismi var. Ben bu kadar madur olduğum bir yıl daha hatırlamıyorum. Haftanın beş günü sabah 9 dan öğlen 15.30 hatta bazen 17.00'a kadar hasta al ama klinik çalışma adı altında olduğu için staj ücreti alama ve personelden sayılma.,0,0,HACETTEPE
Hacettepe Beytepe KYK yurdunda hâlâ internet yok vizeler başlıyor en insaf yaa lütfen çocuklar mağdur online ders yapan okullar var acilen çözüm bulunmalı#GSBGM,0,0,HACETTEPE
Kızlar bugün asistan abi sırf sınav tarihim değişti diye zar zor ayarladığımız ameliyatımın saatini değiştirdi bu büyüklük şaka mı Hacettepe cerrahi bal olsaymıs,1,0,HACETTEPE
dersi 8.30 a almışlar sonra geç kalıyorsunuz 12 alarm kurmuşum gene uyanamamışım allahın meleği inse beni o an uyandıramaz senin o saatte aldığın derse mi gelicem böyle aniden program değiştiriyorlar ekle silden sonra onlar yüzünden seçmeli ders seçemiyoruz amk hacettepe,0,0,HACETTEPE
Bu dönem 6 ders aldım 5’i uygulamalı ve 5’i de her hafta ödev veriyorlar götümde sanki motor var ahhh Hacettepe ağzıma sıçtınız resmen .,0,0,HACETTEPE
Hacettepe Tıp Fakültesin Ortopedi de tek bir hoca kalmamış. O kadar imkansızlıklarla çalışsam ben de durmam. Bir sistem böyle çökertilir.,0,0,HACETTEPE
hacettepe ders seçimi sistemi yavaşmış yok efendim hata veriyormuş falan inanmıyorum arkadaşlar bugün az önce ders seçimi yaptım pürüzsüzdü.,1,0,HACETTEPE
"Akşamki Pera konserine hazırlık için uyurken, uyanınca,okula giderken, ders aralarında ne kadar boş zamanım varsa tümünde Pera dinleyeceğim sanırım @peraband #hacettepe",1,0,HACETTEPE
8 tane dersim var 3 tanesi online. Ben Ankarada'yım. Hacettepe üni online ders yaparak ne yapmakta neyi amaçlamaktadır? Eyyy Hacettepe derslik aç derslik,0,0,HACETTEPE
"hoca slaytlara ""tuzaklar"" koymuş. Hacettepe bilgisayar yoruyosun ya...",0,0,HACETTEPE
ay timeda herkes ders seçimi yapıyor karnım ağrıdı stresten hacettepe yeto,0,0,HACETTEPE
Hani üniversitede haftanın 2-3 günü ders olurdu haftanın 5 günü dersim var kandırılmışım... #hacettepe,0,0,HACETTEPE
Hacettepe ders kaydindan seçmeli ders almayı basarabildiysem bu dünyada her şeyi yapabilirim,1,0,HACETTEPE
Ders seçimi için uykumu bölmek istememiştim ama geriye seçilecek ders kalmamış. Artık dönem boyu bu mallığıma ağlıycam mecbur #hacettepe,0,0,HACETTEPE
Şu okuldan geldik geçtik sene 2022 oldu hala ders kayıt dönemi hacettepe'nin serverları sıçıyor ya sjfkskf,0,0,HACETTEPE
#hacettepe gündem olunca merak edip baktım yine ders seçimi yüzündenmiş ahahshhahs gece alarm kurup nöbet tutuyorduk belki kontenjan açarlar diye rezillikti gerçekten okulun bitmesinin en iyi yanı bu bence,0,0,HACETTEPE
Stressiz geçen Hacettepe ders seçimi,1,0,HACETTEPE
"Hacettepe prense giriş yapabilen var mı? Yav ben daha sisteme girip ders kaydının nasıl yapılacağını bile bilmiyorum ama site açmıyor, delirmelik",0,0,HACETTEPE
